<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200220,213000,29194.3757148,29200.4259191,29151.7642761,29165.6247441,899
20200220,214500,29165.7247475,29179.6552178,29131.0635772,29136.1337483,900
20200220,220000,29135.7137342,29164.5747086,29133.1136464,29139.1638507,900
20200220,221500,29139.2738544,29205.1660791,29139.2738544,29188.8855294,895
20200220,223000,29188.8155271,29201.1859448,29169.9048886,29175.0250615,900
20200220,224500,29174.8850567,29225.9567811,29174.2550355,29212.1263141,897
20200220,230000,29212.2663189,29214.7564029,29172.7349841,29188.6955230,900
20200220,231500,29189.1655389,29199.1558762,29150.4342312,29163.4046691,898
20200220,233000,29162.9146526,29213.5663628,29156.0844220,29204.2960498,899
20200220,234500,29204.2660488,29222.5566663,29189.0455349,29213.7863702,900
20200221,000000,29214.1163813,29240.0272562,29177.5251459,29217.8765083,888
20200221,001500,29217.0364799,29220.9666126,29217.0364799,29220.9666126,895
20200221,003000,29220.9666126,29220.9666126,29220.9666126,29220.9666126,301
20200221,174500,29138.2938213,29138.2938213,29002.1492245,29026.9600622,753
20200221,180000,29028.4401122,29028.4401122,28930.0467901,28987.9787461,518
20200221,181500,28976.8883716,28987.0887160,28928.8067482,28938.9270899,659
20200221,183000,28936.1369957,29024.9599947,28934.9769565,28983.3285891,744
